EmployeeID,Age,TotalWorkingYears,MonthlyIncome,OverTime,DistanceFromHome,YearsAtCompany,MonthlyRate,JobInvolvement,JobRole,JobLevel,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,Shift,WorkLifeBalance,PercentSalaryHike,MaritalStatus,Attrition
1680993,27,9,8726,No,8,9,2975,3,Nurse,3,8,1,7,4,0,3,15,Single,No
1100187,30,12,4011,No,1,12,10781,3,Nurse,2,8,3,7,3,0,3,23,Single,No
1881631,41,23,19545,No,12,22,16280,3,Other,5,15,15,8,2,0,3,12,Married,No
1622068,34,10,4568,No,23,9,10034,3,Nurse,2,5,8,7,2,0,3,20,Single,No
1336903,37,8,3022,No,19,1,10227,3,Other,1,0,0,0,2,0,3,21,Married,No
1126243,46,14,5772,Yes,5,9,20445,3,Nurse,2,6,0,8,1,0,3,21,Single,No
1053707,35,1,2269,No,8,1,4892,4,Nurse,1,0,0,1,4,0,3,19,Married,No
1708688,48,23,5381,Yes,1,1,19294,2,Nurse,3,0,0,0,1,0,3,13,Single,Yes
1208582,28,2,3441,Yes,5,2,11179,3,Nurse,1,2,2,2,3,0,2,13,Single,Yes
1127416,44,9,5454,Yes,1,4,4009,3,Nurse,2,3,1,3,2,1,2,21,Divorced,No
1710090,35,10,9884,Yes,11,4,8302,2,Nurse,3,0,2,3,3,1,3,13,Married,No
1146606,26,5,4157,Yes,23,2,21436,2,Nurse,2,2,0,0,3,1,2,19,Married,Yes
1674685,33,15,13458,Yes,1,15,15146,3,Other,3,14,8,12,1,0,3,12,Single,No
1477077,35,9,9069,No,18,9,11031,3,Nurse,3,8,1,8,2,1,2,22,Married,No
1269275,35,4,4014,Yes,23,2,16002,3,Nurse,1,2,2,2,3,1,3,15,Married,No
1620694,31,10,5915,No,7,7,9528,3,Nurse,2,7,1,7,4,1,2,22,Divorced,No
1618486,37,7,5993,No,1,7,2689,2,Therapist,2,5,0,7,1,1,4,18,Divorced,No
1208054,32,9,6162,Yes,1,9,10877,3,Therapist,2,8,7,8,1,1,3,22,Married,No
1545352,38,10,2406,No,29,10,5456,3,Nurse,2,3,9,9,4,0,3,11,Single,No
1665908,50,29,18740,Yes,7,27,16701,2,Other,5,3,13,8,2,1,2,12,Divorced,No
1312106,59,28,7637,No,25,21,2354,3,Nurse,3,16,7,9,1,0,2,11,Single,No
1391215,36,17,10096,No,8,17,8202,3,Nurse,3,14,12,8,3,3,3,13,Divorced,No
1677994,55,21,14756,Yes,8,5,19730,3,Other,4,0,0,2,4,3,3,14,Divorced,No
1216003,36,6,6499,No,11,6,22656,2,Therapist,2,5,0,3,2,0,3,13,Single,No
1503437,45,25,9724,No,7,1,18787,3,Other,3,0,0,0,2,1,3,17,Divorced,No
1381585,35,5,2194,No,1,3,5868,3,Other,1,2,1,2,2,1,2,13,Married,No
1312369,36,2,3388,Yes,9,1,21777,2,Other,1,0,0,0,4,1,2,17,Married,Yes
1576355,59,20,5473,No,1,4,24668,2,Nurse,2,3,1,3,1,0,2,11,Single,No
1659485,29,6,2703,No,2,5,4956,3,Other,1,4,0,4,3,1,3,23,Married,No
1530200,31,1,2501,No,1,1,18775,3,Other,1,1,1,0,3,0,3,17,Single,No
1773482,32,10,6220,No,1,10,7346,3,Other,2,4,0,9,2,2,3,17,Married,No
1188108,36,5,3038,No,6,1,22002,4,Nurse,1,0,0,0,2,0,3,12,Married,No
1471418,31,11,4424,No,8,11,20682,3,Therapist,2,7,1,8,3,0,3,23,Single,No
1081842,35,16,4312,No,1,15,23016,2,Nurse,2,13,2,8,3,0,3,14,Single,No
1146021,45,17,13245,Yes,6,0,15067,3,Other,3,0,0,0,4,0,4,14,Married,No
1880248,37,16,13664,No,7,5,25258,3,Other,3,2,0,2,1,0,4,13,Single,No
1267807,46,16,5021,Yes,5,4,10425,3,Other,2,2,0,2,2,1,3,22,Divorced,No
1247348,30,10,5126,Yes,1,10,15998,2,Nurse,2,8,3,0,4,2,2,12,Married,No
1886039,35,6,2859,No,1,6,26278,2,Other,1,4,0,4,2,0,3,18,Single,No
1134060,55,24,10239,No,1,1,18092,3,Nurse,3,0,1,0,1,1,3,14,Married,No
1403326,38,17,5329,Yes,6,13,15717,1,Other,2,11,1,9,2,3,3,12,Divorced,No
1689558,34,5,4325,No,1,5,17736,3,Therapist,2,2,1,3,1,0,3,15,Married,No
1122798,56,37,7260,No,7,6,21698,1,Therapist,3,4,0,2,4,0,2,11,Single,No
1477348,23,3,2322,No,2,0,9518,3,Other,1,0,0,0,3,1,3,13,Divorced,No
1061371,51,10,2075,No,9,4,18725,3,Nurse,1,2,0,3,4,2,3,23,Married,No
1535342,30,11,4152,No,2,11,15830,2,Nurse,2,10,10,8,3,3,3,19,Married,No
1386780,46,9,9619,No,9,9,13596,2,Nurse,3,8,4,7,3,0,3,16,Single,No
1254775,40,22,13503,No,1,22,14115,2,Nurse,4,3,11,11,3,1,2,22,Married,No
1818921,51,11,5441,Yes,21,10,8423,3,Nurse,2,7,1,0,3,0,1,22,Single,No
1848882,30,11,5209,Yes,4,11,19760,2,Nurse,2,8,2,7,3,3,2,12,Divorced,No
1537412,46,21,10673,Yes,1,10,3142,2,Nurse,3,9,9,5,3,1,2,13,Married,No
1231380,32,12,5010,No,6,11,24301,3,Nurse,2,8,5,7,2,0,3,16,Single,No
1293078,54,16,13549,No,2,4,24001,3,Other,3,3,0,3,1,1,1,12,Married,No
1026798,24,4,4999,No,3,3,17519,3,Nurse,2,2,0,2,1,1,2,21,Married,No
1500402,28,5,4221,No,4,5,8863,3,Nurse,2,4,0,4,2,0,4,15,Married,No
1514098,58,38,13872,No,10,37,24409,3,Nurse,4,10,1,8,4,0,2,13,Single,No
1487216,44,17,2042,No,23,3,25043,3,Nurse,2,2,1,2,2,1,4,12,Married,No
1843825,37,7,2073,Yes,6,3,23648,3,Other,1,2,0,2,3,0,3,22,Divorced,Yes
1635251,32,1,2956,No,1,1,15178,3,Other,1,0,0,0,4,0,3,13,Single,No
1088304,20,1,2926,Yes,6,1,19783,2,Nurse,1,0,1,0,4,0,3,18,Single,Yes
1792856,34,16,4809,No,6,16,12482,3,Other,2,13,2,10,1,0,3,14,Single,No
1787161,37,17,5163,No,2,1,15850,2,Nurse,2,0,0,0,3,1,4,14,Divorced,No
1627796,59,30,18844,No,2,3,21922,2,Administrative,5,2,2,2,3,1,3,21,Married,No
1077558,50,28,18172,Yes,1,8,9755,3,Other,5,3,0,7,1,0,2,19,Married,No
1410589,25,6,5744,Yes,5,6,26959,2,Nurse,2,4,0,3,3,0,3,11,Single,Yes
1657986,25,2,2889,No,7,2,26897,2,Other,1,2,2,1,4,2,3,11,Married,No
1353326,22,1,2871,No,15,0,23785,3,Nurse,1,0,0,0,2,0,3,15,Single,No
1523794,51,23,7484,No,1,13,25796,2,Nurse,3,12,12,8,1,0,2,20,Single,No
1851151,34,9,6074,Yes,7,9,22887,1,Nurse,2,7,0,6,1,0,3,24,Single,Yes
1645988,54,23,17328,Yes,26,5,13871,4,Administrative,4,3,4,4,4,0,3,12,Single,No
1849283,24,6,2774,No,18,5,13257,3,Nurse,1,3,1,2,2,1,3,12,Married,No
1073480,34,12,4505,No,6,1,15000,2,Other,2,0,0,0,3,1,3,15,Divorced,No
1157113,37,12,7428,No,3,5,14506,3,Nurse,3,3,1,3,3,0,3,12,Single,No
1130224,34,14,11631,No,5,11,5615,2,Other,3,10,5,8,3,0,3,12,Single,No
1427732,36,10,9738,No,11,9,22952,3,Nurse,3,7,2,8,2,1,3,14,Married,No
1852975,36,7,2835,No,3,1,2561,3,Nurse,1,0,0,0,1,1,3,22,Divorced,No
1845017,43,25,16959,Yes,26,25,19494,3,Administrative,4,12,4,12,3,2,4,12,Married,No
1212660,30,10,2613,No,23,10,22310,1,Other,1,7,0,9,1,3,2,25,Divorced,No
1264790,33,8,6146,No,22,7,15480,3,Nurse,2,7,0,7,3,1,4,13,Married,No
1515486,56,7,4963,Yes,14,5,4510,3,Other,1,4,4,3,2,3,3,18,Married,Yes
1832980,51,23,19537,No,6,20,6462,3,Other,5,18,15,15,1,0,3,13,Single,No
1031688,31,12,6172,Yes,6,7,20739,1,Nurse,2,7,7,7,2,0,2,18,Married,Yes
1433172,26,5,2368,No,6,5,23300,2,Other,1,4,4,3,3,0,2,19,Married,No
1607390,58,40,10312,No,23,40,3465,3,Nurse,3,10,15,6,4,1,2,12,Married,No
1842764,19,0,1675,Yes,22,0,26820,3,Other,1,0,0,0,4,0,2,19,Single,Yes
1176986,22,3,2523,No,2,2,19299,3,Nurse,1,1,2,1,3,1,3,14,Married,No
1835832,49,16,6567,No,20,15,5549,3,Therapist,2,11,5,11,3,0,2,14,Married,No
1450885,43,18,4739,No,28,3,16090,4,Other,1,2,1,2,2,0,3,12,Single,No
1810635,50,16,9208,No,12,2,6645,3,Nurse,3,2,2,1,3,0,3,11,Single,No
1810242,31,4,4559,Yes,20,2,24788,1,Nurse,2,2,2,2,2,1,3,11,Married,Yes
1148129,41,12,8189,Yes,9,9,21196,3,Nurse,3,7,0,7,3,1,3,13,Divorced,No
1085450,26,8,2942,No,25,8,8916,3,Other,1,7,5,7,3,1,3,23,Married,No
1699939,36,7,4941,No,6,3,2819,3,Therapist,2,2,0,1,2,2,3,20,Divorced,No
1612623,51,18,10650,No,8,4,25150,1,Therapist,3,2,0,3,1,0,3,15,Single,Yes
1069811,39,17,5902,No,4,15,14590,2,Nurse,2,11,5,9,4,1,4,14,Married,No
1717795,25,6,8639,No,28,2,24835,2,Nurse,2,2,2,2,1,0,3,18,Married,No
1341925,30,12,6347,Yes,9,11,13982,3,Other,2,9,4,7,3,0,1,19,Married,No
1113668,32,10,4200,No,9,5,10224,3,Nurse,1,4,0,4,1,0,4,22,Single,Yes
1164932,45,9,3452,No,29,6,9752,3,Other,1,5,0,3,3,0,2,13,Single,No
1328110,38,19,4317,Yes,3,3,2302,3,Other,2,2,2,2,4,0,3,20,Single,No
1744823,30,5,2632,No,18,5,23910,3,Other,1,4,0,4,1,0,2,14,Single,No
1431031,32,9,4668,No,9,8,22812,1,Nurse,2,7,0,7,4,3,4,17,Divorced,No
1587864,30,8,3204,No,5,3,10415,3,Other,1,2,2,2,4,1,3,14,Divorced,No
1577226,30,6,2720,No,2,5,11162,2,Nurse,1,3,1,2,2,0,3,13,Single,No
1162762,41,21,17181,No,10,7,12888,2,Other,4,6,7,7,4,1,2,13,Divorced,No
1035340,41,7,2238,No,9,5,6961,3,Nurse,1,0,1,4,3,1,3,21,Married,No
1529493,19,1,1483,No,3,1,16102,3,Nurse,1,0,0,0,2,0,3,14,Single,No
1789511,40,20,5605,No,26,20,8504,3,Other,2,7,2,13,2,1,3,11,Divorced,No
1047751,35,10,7295,No,1,10,11439,3,Nurse,3,8,0,6,3,2,3,13,Married,No
1057195,53,13,2306,Yes,6,7,16047,3,Other,2,7,4,5,2,1,1,20,Married,No
1682385,45,20,2348,No,9,17,10901,3,Nurse,2,9,0,15,2,1,1,18,Divorced,No
1314990,32,9,8998,No,8,9,15589,3,Nurse,3,8,3,7,2,0,3,14,Single,No
1157784,29,10,4319,No,1,10,26283,3,Therapist,2,7,0,9,4,1,3,13,Married,No
1819484,51,10,6132,No,7,1,13983,2,Therapist,2,0,0,0,2,0,3,17,Married,No
1172011,58,9,3346,Yes,9,1,11873,2,Other,1,0,0,0,2,1,2,20,Married,No
1562685,40,15,10855,No,4,12,8552,2,Nurse,3,11,2,11,3,1,2,11,Married,No
1404919,34,6,2231,No,2,4,11314,3,Other,1,3,1,2,3,1,3,18,Married,No
1751538,22,2,2323,No,19,2,11992,3,Other,1,2,2,2,3,2,3,24,Married,No
1883822,27,6,2024,No,9,2,5970,3,Other,1,2,2,2,4,1,1,18,Divorced,No
1460812,28,5,2713,No,21,5,6672,3,Other,1,2,0,2,3,1,1,11,Married,No
1303708,57,12,9439,Yes,24,5,23402,4,Nurse,3,3,1,4,3,1,1,16,Divorced,No
1224013,27,1,2566,Yes,3,1,25326,2,Other,1,1,0,1,3,1,2,15,Divorced,Yes
1495862,50,21,19926,No,11,5,17053,3,Other,5,4,4,4,3,0,3,15,Single,No
1379450,41,13,2451,No,14,9,4609,3,Other,1,8,1,8,1,1,3,12,Divorced,No
1138977,30,12,9419,No,5,10,8053,3,Nurse,3,9,7,4,2,1,3,12,Married,No
1726077,38,12,8686,No,1,8,12930,2,Nurse,2,3,0,7,1,0,4,22,Single,No
1101855,32,8,3038,No,6,5,12430,3,Other,1,4,1,4,3,0,3,20,Single,No
1715001,27,6,3058,Yes,17,5,13364,3,Other,1,2,1,1,3,1,2,16,Married,No
1820041,19,1,2325,No,1,0,20989,1,Other,1,0,0,0,3,0,4,21,Single,Yes
1540435,36,13,2088,No,3,8,15062,3,Nurse,1,7,7,2,4,0,2,12,Single,No
1340085,30,12,3072,No,9,12,11012,3,Nurse,2,9,6,10,3,2,3,11,Divorced,No
1319352,45,9,5006,Yes,4,5,6319,3,Nurse,2,4,0,3,3,1,4,11,Divorced,No
1722423,56,19,4257,Yes,8,2,13939,3,Other,1,2,2,2,3,1,3,18,Divorced,No
1853558,33,4,2500,No,2,3,10515,3,Other,1,1,0,2,3,0,4,14,Single,No
1517594,19,1,1102,No,2,1,9241,2,Nurse,1,0,1,0,2,0,2,22,Single,Yes
1700841,46,24,10453,No,1,24,2137,3,Nurse,3,13,15,7,2,3,3,25,Divorced,No
1665761,38,2,2288,No,9,2,6319,3,Nurse,1,2,2,1,3,0,3,12,Single,No
1224843,31,7,3929,Yes,12,4,6984,3,Other,1,2,0,2,3,1,3,23,Married,No
1739412,34,9,2311,No,27,3,5711,3,Other,1,2,1,2,4,0,3,15,Single,No
1190255,41,4,3140,Yes,20,4,21728,3,Other,1,3,0,2,2,0,2,22,Single,Yes
1820323,50,5,3690,No,1,3,3425,2,Nurse,1,2,0,2,3,1,2,15,Married,No
1477195,53,5,4450,No,13,4,26250,4,Therapist,2,2,1,3,4,2,3,11,Divorced,No
1383313,33,8,2756,No,14,8,4673,3,Other,1,7,1,6,4,1,3,13,Married,No
1385477,40,21,19033,No,4,20,6499,3,Other,5,8,9,9,4,1,3,14,Married,No
1060337,55,36,18722,No,14,24,13339,4,Other,5,15,2,15,3,0,3,11,Single,No
1180048,34,10,9547,No,2,10,14074,2,Therapist,2,9,1,9,4,0,2,17,Married,No
1730525,51,21,13734,No,3,7,7192,3,Nurse,4,7,1,0,4,0,3,18,Single,No
1173311,52,34,19999,No,1,33,5678,2,Other,5,18,11,9,3,1,3,14,Married,No
1155351,27,7,2279,No,9,7,11781,3,Other,1,7,0,3,4,0,2,16,Single,No
1409777,35,8,5916,Yes,23,1,15497,2,Therapist,2,0,0,1,2,0,3,13,Married,Yes
1175384,43,7,2089,No,7,5,5228,4,Other,1,4,2,2,4,3,4,14,Divorced,No
1447981,45,22,16792,No,2,20,20462,2,Other,4,8,11,8,1,1,3,23,Married,No
1643490,37,8,3564,Yes,21,8,22977,4,Other,1,7,1,7,2,1,2,12,Married,No
1132287,35,10,4425,No,2,6,15986,3,Nurse,2,2,1,2,2,0,3,11,Single,No
1238447,42,11,5265,No,21,5,16439,3,Therapist,2,3,0,2,3,1,3,16,Divorced,No
1314186,38,14,6553,No,2,1,7259,3,Therapist,2,0,0,0,4,0,3,14,Married,No
1416095,38,9,6261,No,29,7,4185,3,Therapist,2,7,1,7,4,1,1,18,Married,No
1572943,27,6,4298,No,1,2,9679,2,Therapist,2,2,2,0,3,1,3,19,Married,No
1285655,49,7,6804,Yes,18,7,23793,3,Therapist,2,7,1,7,4,2,3,15,Divorced,No
1620253,34,5,3815,Yes,10,5,5972,3,Other,1,3,2,0,4,1,4,17,Divorced,No
1224749,40,15,2741,Yes,19,7,16523,3,Nurse,2,2,3,7,3,1,4,15,Married,No
1056367,38,17,6673,Yes,29,1,11354,3,Nurse,2,0,0,0,2,0,3,19,Married,Yes
1446715,29,10,7639,No,27,10,24525,3,Nurse,3,4,1,9,2,3,2,22,Married,No
1872375,22,4,2328,Yes,5,4,12392,4,Other,1,2,2,2,4,1,2,16,Divorced,No
1251693,36,8,2153,No,18,8,7703,3,Nurse,1,1,1,7,2,0,3,13,Single,No
1474327,40,5,4876,No,9,3,14242,2,Nurse,2,2,0,2,4,1,1,14,Married,No
1721417,46,17,9396,No,1,4,12368,3,Nurse,3,2,0,3,4,1,3,16,Divorced,No
1723897,32,14,10400,No,4,14,25812,1,Nurse,3,8,9,8,4,0,2,11,Married,No
1847119,30,12,8474,No,1,11,20925,2,Therapist,3,8,5,8,3,0,3,22,Single,No
1213142,27,7,9981,No,20,7,12916,3,Nurse,2,7,0,7,4,0,3,14,Single,No
1155192,51,16,12490,No,8,10,15736,2,Other,3,9,4,7,2,2,1,16,Married,No
1806025,30,8,2657,Yes,3,5,8556,3,Other,1,2,0,4,4,0,3,11,Single,Yes
1296063,41,16,13591,Yes,6,1,14674,3,Administrative,3,0,0,0,4,0,3,18,Single,No
1502689,30,9,6696,No,26,6,22967,2,Nurse,2,3,0,1,3,0,2,15,Single,Yes
1849547,29,7,2058,No,1,6,19757,3,Other,1,2,1,5,3,0,2,14,Single,No
1715116,45,23,8865,No,6,19,16840,2,Nurse,3,7,12,8,4,0,3,12,Single,No
1088447,54,16,5940,No,3,6,17011,3,Nurse,2,2,0,5,4,1,3,14,Married,No
1408349,36,16,5914,No,5,13,9945,3,Nurse,2,11,3,7,4,0,4,16,Single,No
1291194,33,7,2622,No,4,3,13248,2,Other,1,2,1,1,3,0,3,21,Married,No
1699240,37,10,12185,Yes,11,10,10056,3,Other,3,8,0,7,2,3,3,14,Divorced,No
1059303,38,17,10609,No,3,16,9647,3,Nurse,3,10,5,13,1,2,2,12,Divorced,No
1530760,31,6,4345,No,1,5,4381,1,Therapist,2,4,1,4,3,1,3,12,Married,No
1187985,59,7,2177,No,3,1,8456,2,Other,1,0,0,0,3,1,3,17,Married,No
1721312,37,13,2793,No,4,9,2539,3,Other,1,8,5,8,1,1,3,17,Divorced,No
1129392,29,11,7918,No,1,11,6599,3,Nurse,3,10,4,1,2,1,3,14,Married,No
1278690,35,10,8789,No,1,10,9096,3,Nurse,3,7,0,8,3,0,4,14,Single,No
1118323,29,4,2389,Yes,18,4,14961,2,Other,1,3,0,1,3,0,2,13,Single,Yes
1709918,52,6,3212,No,2,2,3300,2,Nurse,1,2,2,2,3,0,2,15,Single,No
1470356,42,22,19232,No,4,22,4933,3,Other,5,17,11,15,3,0,3,11,Married,No
1128374,59,7,2267,No,6,2,25657,3,Other,1,2,2,2,2,0,2,17,Married,No
1508741,50,32,19517,No,1,7,24118,3,Administrative,5,0,0,6,4,1,2,11,Divorced,No
1598911,33,8,2436,Yes,14,5,22149,3,Nurse,1,4,0,4,3,1,1,13,Married,Yes
1177110,43,22,16064,Yes,16,17,7744,3,Administrative,4,13,1,9,4,1,3,22,Married,No
1484656,33,13,2707,No,2,9,21509,3,Nurse,1,7,1,7,1,0,4,20,Married,Yes
1693414,52,33,19068,Yes,2,33,21030,2,Administrative,5,7,15,12,1,0,4,18,Single,No
1806233,32,6,3931,No,4,4,20990,3,Other,1,3,1,2,3,1,3,11,Married,No
1127107,32,4,3730,Yes,1,3,9571,2,Nurse,1,2,1,2,4,0,1,14,Single,Yes
1548210,39,7,2232,No,1,3,15417,3,Nurse,1,2,1,2,3,3,3,14,Divorced,No
1857248,32,4,4465,No,26,3,12069,3,Nurse,2,2,2,2,3,0,3,18,Married,No
1491722,41,17,3072,No,19,1,19877,3,Other,2,0,0,0,3,2,2,16,Divorced,No
1548175,40,9,3319,No,24,9,24447,3,Other,2,8,4,7,1,2,3,17,Divorced,No
1197716,45,25,19202,No,1,24,15970,4,Other,5,0,1,7,3,1,3,11,Married,No
1275604,31,9,13675,No,3,2,13523,3,Other,3,2,2,2,2,1,3,12,Divorced,No
1632856,33,2,2911,No,5,2,14776,2,Other,1,2,0,2,3,1,2,13,Married,No
1874724,34,13,5957,No,2,11,23687,2,Therapist,2,9,5,9,4,1,3,13,Married,No
1133458,37,17,3920,No,1,3,18697,2,Other,1,1,0,2,3,1,2,14,Married,No
1213490,45,9,6434,No,7,3,5118,4,Therapist,2,2,0,2,1,1,3,17,Married,No
1440072,37,17,10048,No,10,1,22573,3,Therapist,3,0,0,0,1,2,3,11,Divorced,No
1492815,39,20,10938,No,2,19,6420,3,Nurse,3,6,11,8,3,0,3,25,Single,No
1322829,29,6,2340,No,15,6,22673,3,Other,1,5,1,5,3,0,3,19,Single,No
1453272,42,10,6545,Yes,17,3,23016,4,Other,2,2,0,2,4,0,3,13,Single,No
1234458,29,10,6931,No,20,3,10732,3,Nurse,2,2,0,2,4,1,3,14,Divorced,No
1336242,25,5,4898,No,1,4,7505,3,Therapist,2,2,1,2,1,2,3,12,Married,No
1068917,42,10,2593,Yes,2,9,8007,2,Nurse,1,6,7,8,4,1,3,11,Divorced,No
1804073,40,22,19436,No,2,21,5949,3,Other,5,7,3,9,1,1,3,19,Divorced,No
1435995,51,1,2723,No,1,1,23231,3,Other,1,0,0,0,3,0,2,11,Married,No
1577501,31,6,3479,No,29,5,11652,2,Nurse,1,4,1,4,3,0,4,11,Single,No
1075035,32,5,2794,No,7,5,26062,4,Nurse,1,1,0,3,2,0,1,20,Married,No
1520532,38,13,5249,No,2,8,19682,2,Nurse,2,7,7,5,4,1,3,18,Married,No
1593179,32,9,2176,No,2,6,19737,2,Nurse,2,2,0,4,4,0,3,13,Single,No
1244300,46,28,16872,Yes,2,7,14977,1,Administrative,4,7,7,7,3,1,2,12,Married,No
1622255,28,5,3485,No,2,0,14935,3,Nurse,1,0,0,0,1,0,1,11,Single,Yes
1662066,29,10,6644,No,2,0,3687,2,Nurse,2,0,0,0,1,2,3,19,Married,No
1247928,31,10,5582,No,23,9,14408,2,Nurse,2,0,7,8,2,1,3,21,Married,No
1087213,25,6,4000,No,5,6,18384,4,Nurse,2,3,1,5,2,2,3,12,Divorced,No
1269016,45,21,13496,Yes,20,20,7501,3,Nurse,4,7,4,10,3,0,3,14,Married,No
1416436,36,16,3210,No,6,15,20251,3,Nurse,1,13,10,11,4,1,3,11,Married,No
1124764,55,37,19045,Yes,1,36,18938,3,Other,5,10,4,13,4,0,3,14,Single,No
1524494,47,10,11849,Yes,29,10,10268,3,Other,3,7,9,9,1,1,2,12,Married,Yes
1376531,28,5,2070,No,9,5,2613,3,Other,1,2,0,4,4,1,2,23,Married,No
1487080,37,7,6502,No,6,5,22825,3,Nurse,2,4,0,1,3,1,4,14,Married,No
1836214,21,3,3230,No,3,3,10531,2,Other,1,2,1,0,4,0,4,17,Single,No
1397780,37,15,13603,Yes,1,5,11677,3,Other,3,2,0,2,1,2,3,18,Divorced,No
1281199,35,10,11996,No,22,7,19100,4,Other,3,7,6,2,2,1,2,18,Divorced,No
1566712,38,8,5605,Yes,7,8,19191,4,Nurse,2,0,7,7,1,1,3,24,Divorced,No
1256655,26,6,6397,No,1,6,26767,3,Therapist,2,5,1,4,3,1,1,20,Divorced,No
1187620,50,28,19144,No,4,10,15815,3,Other,5,4,1,6,1,2,2,14,Divorced,No
1032001,53,21,17584,Yes,3,5,21016,3,Other,4,3,1,3,3,3,2,16,Married,No
