EmployeeID,Age,TotalWorkingYears,MonthlyIncome,OverTime,DistanceFromHome,YearsAtCompany,MonthlyRate,JobInvolvement,JobRole,JobLevel,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,Shift,WorkLifeBalance,PercentSalaryHike,MaritalStatus,Attrition
1196281,29,0.25,0.16766719325961033,1,0.5,0.225,0.425135514956836,0.3333333333333333,1,0.25,0.2777777777777778,0,8,1.0,0.0,0.6666666666666667,0.0714285714285714,0,0
1207951,31,0.125,0.10015797788309638,0,0.8928571428571428,0.125,0.5250351335073279,0.6666666666666667,0,0.0,0.1111111111111111,4,3,0.0,0.3333333333333333,0.3333333333333333,0.4285714285714285,2,0
1080660,34,0.07500000000000001,0.08699315429173249,0,0.6428571428571428,0.05,0.2675767918088737,0.6666666666666667,1,0.0,0.1111111111111111,1,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,2,0
1420391,28,0.15000000000000002,0.053659820958399156,1,0.8214285714285714,0.1,0.4357759486046978,0.3333333333333333,1,0.0,0.1111111111111111,0,3,0.6666666666666667,0.0,0.6666666666666667,0.2142857142857143,0,1
1337254,29,0.25,0.4724065297525013,0,0.7142857142857143,0.25,0.32527604898614737,1.0,2,0.5,0.5,8,8,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,2,0
1421335,32,0.17500000000000002,0.12053712480252765,1,0.14285714285714285,0.15000000000000002,0.5203372816703473,1.0,0,0.0,0.1111111111111111,0,5,0.0,0.6666666666666666,0.3333333333333333,0.0714285714285714,2,0
1262683,22,0.025,0.10142180094786732,1,0.5357142857142857,0.025,0.20999799237100983,1.0,1,0.0,0.0,0,0,1.0,0.6666666666666666,0.3333333333333333,0.1428571428571428,2,0
1599218,53,0.775,0.7592417061611374,0,0.03571428571428571,0.625,0.8001204577394098,0.3333333333333333,3,0.75,0.4444444444444444,3,7,0.0,0.0,0.6666666666666667,0.3571428571428571,1,0
1634788,38,0.15000000000000002,0.15455502896261192,1,0.03571428571428571,0.07500000000000001,0.08881750652479423,0.6666666666666667,0,0.0,0.1111111111111111,1,2,1.0,0.0,0.6666666666666667,0.0,0,0
1334559,24,0.125,0.15808320168509743,0,0.35714285714285715,0.1,0.246456534832363,1.0,2,0.25,0.1111111111111111,1,3,0.0,0.3333333333333333,0.3333333333333333,0.4999999999999999,2,0
1402945,36,0.25,0.1262769878883623,0,0.2857142857142857,0.125,0.19642642039751054,0.3333333333333333,0,0.0,0.16666666666666666,0,3,0.6666666666666667,0.0,0.6666666666666667,0.8571428571428571,0,0
1705718,34,0.325,0.5784623486045287,0,0.2142857142857143,0.30000000000000004,0.770889379642642,0.6666666666666667,0,0.5,0.3333333333333333,2,11,0.0,0.0,0.6666666666666667,0.0,0,0
1880078,21,0.0,0.011743022643496574,0,0.5,0.0,0.6901023890784983,0.6666666666666667,0,0.0,0.0,0,0,0.6666666666666667,0.0,0.6666666666666667,0.2142857142857143,0,0
1801346,34,0.2,0.10273828330700369,0,0.17857142857142855,0.1,0.6026099176872114,0.6666666666666667,0,0.0,0.1111111111111111,1,3,0.3333333333333333,0.0,0.6666666666666667,0.0,0,0
1142160,53,0.65,0.9523433385992629,0,0.14285714285714285,0.35000000000000003,0.3469584420799037,0.6666666666666667,0,1.0,0.7222222222222222,4,8,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,2,0
1142062,32,0.25,0.15323854660347552,1,0.5357142857142857,0.25,0.10387472395101385,0.0,0,0.0,0.1111111111111111,6,7,0.3333333333333333,0.0,0.6666666666666667,0.7857142857142857,0,1
1789756,42,0.25,0.3062664560294892,0,0.25,0.225,0.7660710700662517,0.6666666666666667,1,0.25,0.38888888888888884,4,2,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.0,1,0
1126009,44,0.6000000000000001,0.48651922064244335,0,0.2142857142857143,0.55,0.0,0.3333333333333333,1,0.5,0.3333333333333333,5,17,0.0,0.3333333333333333,0.6666666666666667,0.2142857142857143,1,0
1552176,46,0.55,0.9446024223275409,0,0.03571428571428571,0.05,0.8322826741618149,0.6666666666666667,3,1.0,0.1111111111111111,2,1,0.3333333333333333,0.0,0.3333333333333333,0.0714285714285714,0,0
1118605,33,0.17500000000000002,0.07830437072143234,0,0.03571428571428571,0.025,0.18373820517968278,0.6666666666666667,1,0.0,0.05555555555555555,0,0,0.6666666666666667,0.0,0.6666666666666667,0.0,0,0
1397325,44,0.225,0.2873091100579252,1,0.3214285714285714,0.1,0.683677976309978,0.6666666666666667,1,0.25,0.1111111111111111,1,3,1.0,0.0,1.0,0.1428571428571428,1,0
1874834,30,0.25,0.06303317535545025,0,0.2857142857142857,0.25,0.5630596265810078,0.3333333333333333,1,0.0,0.0,1,8,1.0,0.0,0.6666666666666667,0.1428571428571428,0,0
1275746,39,0.47500000000000003,0.05671406003159558,0,0.14285714285714285,0.025,0.049829351535836175,0.6666666666666667,0,0.25,0.0,0,0,1.0,0.3333333333333333,1.0,0.2142857142857143,1,0
1884939,24,0.15000000000000002,0.06761453396524486,1,0.0,0.05,0.03718128889781168,0.6666666666666667,0,0.0,0.0,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3571428571428571,1,1
1650304,43,0.15000000000000002,0.08615060558188523,0,0.03571428571428571,0.125,0.796185504918691,1.0,0,0.0,0.16666666666666666,1,4,1.0,0.6666666666666666,0.3333333333333333,0.0714285714285714,2,0
1058169,50,0.07500000000000001,0.08815165876777253,1,0.07142857142857142,0.07500000000000001,0.06890182694238103,0.3333333333333333,0,0.0,0.1111111111111111,0,2,0.0,0.0,0.6666666666666667,0.2142857142857143,1,1
1319183,35,0.05,0.05292259083728278,0,0.03571428571428571,0.05,0.30487853844609514,0.6666666666666667,0,0.0,0.1111111111111111,2,2,1.0,0.0,0.6666666666666667,0.1428571428571428,1,0
1872551,36,0.15000000000000002,0.12690889942074776,1,0.14285714285714285,0.025,0.4407950210801044,0.3333333333333333,0,0.0,0.05555555555555555,0,0,0.3333333333333333,0.3333333333333333,1.0,0.2142857142857143,1,0
1060693,33,0.25,0.2299631384939442,0,0.0,0.125,0.04412768520377433,1.0,1,0.25,0.16666666666666666,1,3,0.6666666666666667,0.6666666666666666,0.6666666666666667,0.5714285714285713,1,0
1110390,35,0.025,0.04960505529225908,0,0.10714285714285714,0.025,0.35398514354547284,0.6666666666666667,1,0.0,0.0,0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.0714285714285714,2,0
1448895,27,0.025,0.07014218009478673,0,0.03571428571428571,0.025,0.7075286087131099,0.6666666666666667,1,0.0,0.0,0,0,1.0,0.3333333333333333,0.6666666666666667,0.1428571428571428,2,0
1547220,26,0.025,0.06761453396524486,0,0.8571428571428571,0.025,0.33985143545472796,0.0,1,0.0,0.0,0,1,0.0,0.0,0.3333333333333333,0.0714285714285714,0,1
1680993,27,0.225,0.4063717746182201,0,0.25,0.225,0.035374422806665334,0.6666666666666667,1,0.5,0.4444444444444444,1,7,1.0,0.0,0.6666666666666667,0.2857142857142857,0,0
1100187,30,0.30000000000000004,0.15808320168509743,0,0.0,0.30000000000000004,0.3488054607508533,0.6666666666666667,1,0.25,0.4444444444444444,3,7,0.6666666666666667,0.0,0.6666666666666667,0.8571428571428571,0,0
1881631,41,0.5750000000000001,0.9760926803580833,0,0.39285714285714285,0.55,0.569604497088938,0.6666666666666667,0,1.0,0.8333333333333333,15,8,0.3333333333333333,0.0,0.6666666666666667,0.0714285714285714,1,0
1622068,34,0.25,0.18741442864665614,0,0.7857142857142857,0.225,0.31881148363782374,0.6666666666666667,1,0.25,0.2777777777777778,8,7,0.3333333333333333,0.0,0.6666666666666667,0.6428571428571427,0,0
1336903,37,0.2,0.10600315955766193,0,0.6428571428571428,0.025,0.32656093153985144,0.6666666666666667,0,0.0,0.0,0,0,0.3333333333333333,0.0,0.6666666666666667,0.7142857142857143,1,0
1126243,46,0.35000000000000003,0.25081621906266455,1,0.14285714285714285,0.225,0.736839991969484,0.6666666666666667,1,0.25,0.3333333333333333,0,8,0.0,0.0,0.6666666666666667,0.7142857142857143,0,0
1053707,35,0.025,0.06635071090047392,0,0.25,0.025,0.11234691828950011,1.0,1,0.0,0.0,0,1,1.0,0.0,0.6666666666666667,0.5714285714285713,1,0
1708688,48,0.5750000000000001,0.23022643496577147,1,0.0,0.025,0.6906243726159406,0.3333333333333333,1,0.5,0.0,0,0,0.0,0.0,0.6666666666666667,0.1428571428571428,0,1
1208582,28,0.05,0.1280674038967878,1,0.14285714285714285,0.05,0.36478618751254765,0.6666666666666667,1,0.0,0.1111111111111111,2,2,0.6666666666666667,0.0,0.3333333333333333,0.1428571428571428,0,1
1127416,44,0.225,0.23407056345444974,1,0.0,0.1,0.07689219032322828,0.6666666666666667,1,0.25,0.16666666666666666,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7142857142857143,2,0
1710090,35,0.25,0.46735123749341756,1,0.35714285714285715,0.1,0.24926721541859062,0.3333333333333333,1,0.5,0.0,2,3,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.1428571428571428,1,0
1146606,26,0.125,0.16577145866245394,1,0.7857142857142857,0.05,0.7766311985545071,0.3333333333333333,1,0.25,0.1111111111111111,0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.5714285714285713,1,1
1674685,33,0.375,0.6555555555555556,1,0.0,0.375,0.5240714715920498,0.6666666666666667,0,0.5,0.7777777777777777,8,12,0.0,0.0,0.6666666666666667,0.0714285714285714,0,0
1477077,35,0.225,0.42443391258557134,0,0.6071428571428571,0.225,0.3588436057016663,0.6666666666666667,1,0.5,0.4444444444444444,1,8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7857142857142857,1,0
1269275,35,0.1,0.1582411795681938,1,0.7857142857142857,0.05,0.5584420799036338,0.6666666666666667,1,0.0,0.1111111111111111,2,2,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.2857142857142857,1,0
1620694,31,0.25,0.2583464981569247,0,0.2142857142857143,0.17500000000000002,0.29849427825737807,0.6666666666666667,1,0.25,0.38888888888888884,1,7,1.0,0.3333333333333333,0.3333333333333333,0.7857142857142857,2,0
1618486,37,0.17500000000000002,0.2624539231174302,0,0.0,0.17500000000000002,0.023890784982935148,0.3333333333333333,2,0.25,0.2777777777777778,0,7,0.0,0.3333333333333333,1.0,0.4999999999999999,2,0
1208054,32,0.225,0.2713533438651922,1,0.0,0.225,0.3526601084119655,0.6666666666666667,2,0.25,0.4444444444444444,7,8,0.0,0.3333333333333333,0.6666666666666667,0.7857142857142857,1,0
1545352,38,0.25,0.07356503422854135,0,0.9999999999999999,0.25,0.13499297329853444,0.6666666666666667,1,0.25,0.16666666666666666,9,9,1.0,0.0,0.6666666666666667,0.0,0,0
1665908,50,0.7250000000000001,0.9337019483938915,1,0.2142857142857143,0.675,0.5865087331861072,0.3333333333333333,0,1.0,0.16666666666666666,13,8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0714285714285714,2,0
1312106,59,0.7000000000000001,0.3490258030542391,0,0.8571428571428571,0.525,0.010439670748845609,0.6666666666666667,1,0.5,0.8888888888888888,7,9,0.0,0.0,0.3333333333333333,0.0,0,0
1391215,36,0.42500000000000004,0.4785150078988941,0,0.25,0.42500000000000004,0.24525195743826542,0.6666666666666667,1,0.5,0.7777777777777777,12,8,0.6666666666666667,1.0,0.6666666666666667,0.1428571428571428,2,0
1677994,55,0.525,0.7239073196419168,1,0.25,0.125,0.7081308974101586,0.6666666666666667,0,0.75,0.0,0,2,1.0,1.0,0.6666666666666667,0.2142857142857143,2,0
1216003,36,0.15000000000000002,0.2890995260663507,0,0.35714285714285715,0.15000000000000002,0.825617345914475,0.3333333333333333,2,0.25,0.2777777777777778,0,3,0.3333333333333333,0.0,0.6666666666666667,0.1428571428571428,0,0
1503437,45,0.625,0.45892575039494465,0,0.2142857142857143,0.025,0.6702670146556916,0.6666666666666667,0,0.5,0.0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.4285714285714285,2,0
1381585,35,0.125,0.062401263823064775,0,0.0,0.07500000000000001,0.1515358361774744,0.6666666666666667,0,0.0,0.1111111111111111,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1428571428571428,1,0
1312369,36,0.05,0.12527646129541864,1,0.2857142857142857,0.025,0.7903232282674162,0.3333333333333333,0,0.0,0.0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.4285714285714285,1,1
1576355,59,0.5,0.23507109004739338,0,0.0,0.1,0.9064043364786187,0.3333333333333333,1,0.25,0.16666666666666666,1,3,0.0,0.0,0.3333333333333333,0.0,0,0
1659485,29,0.15000000000000002,0.08920484465508163,0,0.03571428571428571,0.125,0.11491668339690825,0.6666666666666667,0,0.0,0.2222222222222222,0,4,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.8571428571428571,1,0
1530200,31,0.025,0.07856766719325961,0,0.0,0.025,0.6697851836980526,0.6666666666666667,0,0.0,0.05555555555555555,1,0,0.6666666666666667,0.0,0.6666666666666667,0.4285714285714285,0,0
1773482,32,0.25,0.27440758293838863,0,0.0,0.25,0.21088134912668136,0.6666666666666667,0,0.25,0.2222222222222222,0,9,0.3333333333333333,0.6666666666666666,0.6666666666666667,0.4285714285714285,1,0
1188108,36,0.125,0.10684570826750922,0,0.17857142857142855,0.025,0.799357558723148,1.0,1,0.0,0.0,0,0,0.3333333333333333,0.0,0.6666666666666667,0.0714285714285714,1,0
1471418,31,0.275,0.17983149025803055,0,0.25,0.275,0.7463561533828549,0.6666666666666667,2,0.25,0.38888888888888884,1,8,0.6666666666666667,0.0,0.6666666666666667,0.8571428571428571,0,0
1081842,35,0.4,0.17393364928909955,0,0.0,0.375,0.8400722746436459,0.3333333333333333,1,0.25,0.7222222222222222,2,8,0.6666666666666667,0.0,0.6666666666666667,0.2142857142857143,0,0
1146021,45,0.42500000000000004,0.6443391258557135,1,0.17857142857142855,0.0,0.5208994177875929,0.6666666666666667,0,0.5,0.0,0,0,1.0,0.0,1.0,0.2142857142857143,1,0
1880248,37,0.4,0.6664033701948394,0,0.2142857142857143,0.125,0.9300943585625375,0.6666666666666667,0,0.5,0.1111111111111111,0,2,0.0,0.0,1.0,0.1428571428571428,0,0
1267807,46,0.4,0.21126908899420752,1,0.14285714285714285,0.1,0.3345111423408954,0.6666666666666667,0,0.25,0.1111111111111111,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.7857142857142857,2,0
1247348,30,0.25,0.2167983149025803,1,0.0,0.25,0.5582814695844208,0.3333333333333333,1,0.25,0.4444444444444444,3,0,1.0,0.6666666666666666,0.3333333333333333,0.0714285714285714,1,0
1886039,35,0.15000000000000002,0.0974196945760927,0,0.0,0.15000000000000002,0.9710499899618551,0.3333333333333333,0,0.0,0.2222222222222222,0,4,0.3333333333333333,0.0,0.6666666666666667,0.4999999999999999,0,0
1134060,55,0.6000000000000001,0.4860452869931543,0,0.0,0.025,0.6423609716924312,0.6666666666666667,1,0.5,0.0,1,0,0.0,0.3333333333333333,0.6666666666666667,0.2142857142857143,1,0
1403326,38,0.42500000000000004,0.22748815165876776,1,0.17857142857142855,0.325,0.5469985946597069,0.0,0,0.25,0.611111111111111,1,9,0.3333333333333333,1.0,0.6666666666666667,0.0714285714285714,2,0
1689558,34,0.125,0.17461822011585046,0,0.0,0.125,0.6280666532824734,0.6666666666666667,2,0.25,0.1111111111111111,1,3,0.0,0.0,0.6666666666666667,0.2857142857142857,1,0
1122798,56,0.925,0.32917324907846235,0,0.2142857142857143,0.15000000000000002,0.7871511744629592,0.0,2,0.5,0.2222222222222222,0,2,1.0,0.0,0.3333333333333333,0.0,0,0
1477348,23,0.07500000000000001,0.06914165350184306,0,0.03571428571428571,0.0,0.2980927524593455,0.6666666666666667,0,0.0,0.0,0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.1428571428571428,2,0
1061371,51,0.25,0.05613480779357557,0,0.2857142857142857,0.1,0.66777755470789,0.6666666666666667,1,0.0,0.1111111111111111,0,3,1.0,0.6666666666666666,0.6666666666666667,0.8571428571428571,1,0
1535342,30,0.275,0.16550816219062667,0,0.03571428571428571,0.275,0.5515358361774744,0.3333333333333333,1,0.25,0.5555555555555556,10,8,0.6666666666666667,1.0,0.6666666666666667,0.5714285714285713,1,0
1386780,46,0.225,0.45339652448657186,0,0.2857142857142857,0.225,0.4618349728970086,0.3333333333333333,1,0.5,0.4444444444444444,4,7,0.6666666666666667,0.0,0.6666666666666667,0.3571428571428571,0,0
1254775,40,0.55,0.657925223802001,0,0.0,0.55,0.48267416181489664,0.3333333333333333,1,0.75,0.16666666666666666,11,11,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.7857142857142857,1,0
1818921,51,0.275,0.2333859926276988,1,0.7142857142857143,0.25,0.2541256775747842,0.6666666666666667,1,0.25,0.38888888888888884,1,0,0.6666666666666667,0.0,0.0,0.7857142857142857,0,0
1848882,30,0.275,0.2211690363349131,1,0.10714285714285714,0.275,0.7093354748042562,0.3333333333333333,1,0.25,0.4444444444444444,2,7,0.6666666666666667,1.0,0.3333333333333333,0.0714285714285714,2,0
1537412,46,0.525,0.508899420747762,1,0.0,0.25,0.04207990363380848,0.3333333333333333,1,0.5,0.5,9,5,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.1428571428571428,1,0
1231380,32,0.30000000000000004,0.2106898367561875,0,0.17857142857142855,0.275,0.8916683396908252,0.6666666666666667,1,0.25,0.4444444444444444,5,7,0.3333333333333333,0.0,0.6666666666666667,0.3571428571428571,0,0
1293078,54,0.4,0.660347551342812,0,0.03571428571428571,0.1,0.8796225657498494,0.6666666666666667,0,0.5,0.16666666666666666,0,3,0.0,0.3333333333333333,0.0,0.0714285714285714,1,0
1026798,24,0.1,0.21011058451816747,0,0.07142857142857142,0.07500000000000001,0.6193535434651677,0.6666666666666667,1,0.25,0.1111111111111111,0,2,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,1,0
1500402,28,0.125,0.1691416535018431,0,0.10714285714285714,0.125,0.2717928126882152,0.6666666666666667,1,0.25,0.2222222222222222,0,4,0.3333333333333333,0.0,1.0,0.2857142857142857,1,0
1514098,58,0.9500000000000001,0.6773565034228541,0,0.3214285714285714,0.925,0.8960048183095763,0.6666666666666667,1,0.75,0.5555555555555556,1,8,1.0,0.0,0.3333333333333333,0.1428571428571428,0,0
1487216,44,0.42500000000000004,0.05439705107951554,0,0.7857142857142857,0.07500000000000001,0.9214615539048384,0.6666666666666667,1,0.25,0.1111111111111111,1,2,0.3333333333333333,0.3333333333333333,1.0,0.0714285714285714,1,0
1843825,37,0.17500000000000002,0.05602948920484465,1,0.17857142857142855,0.07500000000000001,0.8654487050793014,0.6666666666666667,0,0.0,0.1111111111111111,0,2,0.6666666666666667,0.0,0.6666666666666667,0.7857142857142857,2,1
1635251,32,0.025,0.10252764612954188,0,0.0,0.025,0.5253563541457539,0.6666666666666667,0,0.0,0.0,0,0,1.0,0.0,0.6666666666666667,0.1428571428571428,0,0
1088304,20,0.025,0.10094786729857821,1,0.17857142857142855,0.025,0.710258984139731,0.3333333333333333,1,0.0,0.0,1,0,1.0,0.0,0.6666666666666667,0.4999999999999999,0,1
1792856,34,0.4,0.2001053185887309,0,0.17857142857142855,0.4,0.41710499899618547,0.6666666666666667,0,0.25,0.7222222222222222,2,10,0.0,0.0,0.6666666666666667,0.2142857142857143,0,0
1787161,37,0.42500000000000004,0.21874670879410216,0,0.03571428571428571,0.025,0.5523388877735395,0.3333333333333333,1,0.25,0.0,0,0,0.6666666666666667,0.3333333333333333,1.0,0.2142857142857143,2,0
1627796,59,0.75,0.939178515007899,0,0.03571428571428571,0.07500000000000001,0.7961453523388877,0.3333333333333333,3,1.0,0.1111111111111111,2,2,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.7142857142857143,1,0
1077558,50,0.7000000000000001,0.9037914691943129,1,0.0,0.2,0.30760891387271627,0.6666666666666667,0,1.0,0.16666666666666666,0,7,0.0,0.0,0.3333333333333333,0.5714285714285713,1,0
1410589,25,0.15000000000000002,0.24934175882043183,1,0.14285714285714285,0.15000000000000002,0.9983938968078699,0.3333333333333333,1,0.25,0.2222222222222222,0,3,0.6666666666666667,0.0,0.6666666666666667,0.0,0,1
1657986,25,0.05,0.09899947340705637,0,0.2142857142857143,0.05,0.9959044368600681,0.3333333333333333,0,0.0,0.1111111111111111,2,1,1.0,0.6666666666666666,0.6666666666666667,0.0,1,0
1353326,22,0.025,0.09805160610847816,0,0.5,0.0,0.8709496085123469,0.6666666666666667,1,0.0,0.0,0,0,0.3333333333333333,0.0,0.6666666666666667,0.2857142857142857,0,0
1523794,51,0.5750000000000001,0.34096893101632436,0,0.0,0.325,0.9516964464966874,0.3333333333333333,1,0.5,0.6666666666666666,12,8,0.0,0.0,0.3333333333333333,0.6428571428571427,0,0
1851151,34,0.225,0.2667193259610321,1,0.2142857142857143,0.225,0.8348925918490263,0.0,1,0.25,0.38888888888888884,0,6,0.0,0.0,0.6666666666666667,0.9285714285714285,0,1
1645988,54,0.5750000000000001,0.8593470247498683,1,0.8928571428571428,0.125,0.47287693234290307,1.0,3,0.75,0.16666666666666666,4,4,1.0,0.0,0.6666666666666667,0.0714285714285714,0,0
1849283,24,0.15000000000000002,0.09294365455502898,0,0.6071428571428571,0.125,0.4482232483437061,0.6666666666666667,1,0.0,0.16666666666666666,1,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0714285714285714,1,0
1073480,34,0.30000000000000004,0.18409689310163246,0,0.17857142857142855,0.025,0.518209194940775,0.3333333333333333,0,0.25,0.0,0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.2857142857142857,2,0
1157113,37,0.30000000000000004,0.33802001053185887,0,0.07142857142857142,0.125,0.4983738205179683,0.6666666666666667,1,0.5,0.16666666666666666,1,3,0.6666666666666667,0.0,0.6666666666666667,0.0714285714285714,0,0
1130224,34,0.35000000000000003,0.5593470247498683,0,0.14285714285714285,0.275,0.14137723348725156,0.3333333333333333,0,0.5,0.5555555555555556,5,8,0.6666666666666667,0.0,0.6666666666666667,0.0714285714285714,0,0
1427732,36,0.25,0.45966298051606114,0,0.35714285714285715,0.225,0.8375025095362377,0.6666666666666667,1,0.5,0.38888888888888884,2,8,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.2142857142857143,1,0
1852975,36,0.17500000000000002,0.09615587151132177,0,0.07142857142857142,0.025,0.018751254768118855,0.6666666666666667,1,0.0,0.0,0,0,0.0,0.3333333333333333,0.6666666666666667,0.7857142857142857,2,0
1845017,43,0.625,0.8399157451290152,1,0.8928571428571428,0.625,0.6986548885765911,0.6666666666666667,3,0.75,0.6666666666666666,4,12,0.6666666666666667,0.6666666666666666,1.0,0.0714285714285714,1,0
1212660,30,0.25,0.08446550816219064,0,0.7857142857142857,0.25,0.8117245533025497,0.0,0,0.0,0.38888888888888884,0,9,0.0,1.0,0.3333333333333333,0.9999999999999999,2,0
1264790,33,0.2,0.27051079515534493,0,0.75,0.17500000000000002,0.537482433246336,0.6666666666666667,1,0.25,0.38888888888888884,0,7,0.6666666666666667,0.3333333333333333,1.0,0.1428571428571428,1,0
1515486,56,0.17500000000000002,0.20821484992101105,1,0.4642857142857143,0.125,0.09700863280465769,0.6666666666666667,0,0.0,0.2222222222222222,4,3,0.3333333333333333,1.0,0.6666666666666667,0.4999999999999999,1,1
1832980,51,0.5750000000000001,0.9756714060031596,0,0.17857142857142855,0.5,0.17538646858060628,0.6666666666666667,0,1.0,1.0,15,15,0.0,0.0,0.6666666666666667,0.1428571428571428,0,0
1031688,31,0.30000000000000004,0.27187993680884676,1,0.17857142857142855,0.17500000000000002,0.7486448504316402,0.0,1,0.25,0.38888888888888884,7,7,0.3333333333333333,0.0,0.3333333333333333,0.4999999999999999,1,1
1433172,26,0.125,0.07156398104265402,0,0.17857142857142855,0.125,0.8514756073077695,0.3333333333333333,0,0.0,0.2222222222222222,4,3,0.6666666666666667,0.0,0.3333333333333333,0.5714285714285713,1,0
1607390,58,1.0,0.4898894154818325,0,0.7857142857142857,1.0,0.05504918691025898,0.6666666666666667,1,0.5,0.5555555555555556,15,6,1.0,0.3333333333333333,0.3333333333333333,0.0714285714285714,1,0
1842764,19,0.0,0.03507109004739336,1,0.75,0.0,0.9928126882152178,0.6666666666666667,0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333,0.5714285714285713,0,1
1176986,22,0.07500000000000001,0.07972617166929963,0,0.03571428571428571,0.05,0.6908251355149568,0.6666666666666667,1,0.0,0.05555555555555555,2,1,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.2142857142857143,1,0
1835832,49,0.4,0.2926803580832017,0,0.6785714285714285,0.375,0.1387271632202369,0.6666666666666667,2,0.25,0.611111111111111,5,11,0.6666666666666667,0.0,0.3333333333333333,0.2142857142857143,1,0
1450885,43,0.45,0.19641916798314904,0,0.9642857142857143,0.07500000000000001,0.56197550692632,1.0,0,0.0,0.1111111111111111,1,2,0.3333333333333333,0.0,0.6666666666666667,0.0714285714285714,0,0
